id;route_id;user_id
1358;859;2537
1359;859;694
1360;848;1084
1361;849;698
1362;849;2923
1363;852;2924
1364;852;1085
1365;856;1451
1366;860;696
1367;860;1946
1368;861;2362
1369;885;1083
1370;865;2536
1371;869;2362
1372;872;2923
1373;875;2537
1374;886;2365
1375;886;1087
1376;887;2650
1377;888;2922
1378;888;2261
1379;889;1947
1380;889;695
1381;890;2354
1382;890;2359
1383;873;2924
1384;873;1085
1387;892;1945
1388;893;1946
1389;893;1451
1390;894;1084
1391;895;698
1394;897;1450
1396;899;2362
1397;900;1765
1398;901;694
1400;902;696
1401;903;1947
1402;903;695
1403;898;1323
1404;891;1086
1405;904;2354
1406;904;2359
1407;895;2923
1408;905;2650
1409;905;2922
1410;906;2261
1411;907;2365
1412;907;1087
1413;896;2924
1414;896;1085
1415;908;1083
1416;901;2537
1417;892;2536
1418;909;1084
1419;910;1945
1421;912;1947
1422;912;695
1423;913;1451
1425;915;1323
1426;916;1946
1427;917;694
1428;918;1765
1430;920;2362
1431;921;1450
1432;922;698
1433;923;2354
1434;923;2359
1435;924;2365
1436;924;1087
1437;925;1083
1438;925;2922
1439;926;2650
1440;926;2261
1441;927;2537
1442;919;696
1443;911;1086
1444;914;2924
1445;928;2650
1446;928;2922
1447;929;3019
1448;929;2261
1450;931;1084
1451;932;1945
1453;933;1323
1454;934;1450
1456;936;2362
1458;937;698
1459;938;1451
1460;939;1946
1461;940;1765
1462;941;694
1465;943;696
1466;931;3017
1467;932;2923
1468;932;2925
1469;932;1085
1470;933;1086
1471;935;2924
1472;944;1083
1473;944;3021
1474;945;2354
1475;945;2359
1476;946;1087
1477;947;2365
1478;947;695
1479;946;2537
1480;948;1086
1481;949;1945
1483;949;1085
1484;949;3099
1485;950;694
1487;951;1084
1488;951;3017
1489;952;698
1490;953;1946
1491;955;1450
1492;956;696
1493;957;2924
1494;958;2362
1495;959;1323
1496;961;1765
1497;962;1451
1498;963;1083
1499;963;3021
1500;965;1087
1501;964;2354
1502;964;2359
1503;966;2365
1504;966;695
1505;967;2650
1506;967;2922
1507;968;3019
1508;968;2261
1509;969;1945
1510;969;1085
1511;969;3099
1512;970;1084
1513;970;3017
1514;971;1086
1515;972;1323
1516;973;696
1517;974;1946
1518;975;2362
1519;976;1451
1520;977;698
1521;978;2924
1522;979;1450
1523;980;694
1524;981;1765
1525;982;1083
1526;982;3021
1527;983;2354
1528;983;2359
1529;984;2537
1530;984;1087
1531;985;2365
1532;985;695
1533;986;3019
1534;986;2261
1535;987;2650
1536;987;2922
1537;988;1086
1538;989;1945
1539;989;1085
1540;989;3099
1542;991;1451
1543;992;1946
1544;993;1084
1545;993;3017
1546;994;698
1547;995;2924
1548;996;1450
1549;997;1323
1550;998;2362
1551;999;1765
1552;1000;694
1553;1001;696
1554;1002;2922
1555;1002;3019
1556;1003;1083
1557;1003;3021
1558;1004;2354
1559;1004;2359
1560;1005;2537
1561;1005;1087
1562;1006;2365
1563;1006;695
1564;1007;1084
1565;1007;3017
1566;1008;1945
1567;1009;1086
1568;1010;1451
1569;1011;1946
1570;1012;2924
1571;1013;1323
1572;1014;1085
1573;1014;3099
1574;1015;694
1575;1016;1765
1576;1017;696
1577;1018;698
1578;1018;2365
1579;1019;1450
1580;1020;2362
1581;1021;2650
1582;1021;2922
1583;1022;2354
1584;1022;2359
1585;1023;1087
1588;1023;2537
1589;1025;3019
1590;1025;2261
1591;1029;1083
1592;1028;2354
1593;1028;2359
1594;1027;2365
1595;1027;695
1596;1026;2537
1597;1026;1087
1600;1031;3017
1601;1032;1945
1602;1033;3099
1603;1034;1086
1604;1035;1450
1605;1036;2924
1606;1038;2362
1607;1039;698
1608;1040;1451
1609;1041;1946
1610;1041;1323
1611;1042;1765
1612;1043;694
1613;1044;696
1614;1033;1085
1615;1045;2650
1616;1046;3019
1617;1046;2261
1618;1047;1945
1619;1048;1086
1620;1049;3099
1622;1050;694
1623;1051;3017
1624;1052;698
1625;1053;1450
1626;1054;696
1627;1055;2924
1629;1057;2362
1630;1058;1323
1631;1059;1765
1632;1060;1451
1633;1061;1945
1637;1062;3017
1638;1063;1086
1639;1064;1323
1640;1065;696
1641;1066;3099
1643;1068;2362
1644;1069;1451
1645;1070;698
1646;1071;2924
1647;1072;1450
1648;1073;694
1649;1074;1765
1650;1075;1083
1651;1076;2359
1652;1077;1087
1653;1078;695
1654;1079;3019
1655;1079;2261
1656;1080;2650
1658;1056;1085
1659;1060;2922
1660;1076;2354
1661;1082;1086
1662;1083;1945
1663;1084;1451
1665;1086;3017
1666;1087;698
1668;1088;3099
1669;1089;2924
1670;1090;1450
1671;1091;1323
1672;1092;2362
1673;1093;1765
1674;1094;694
1675;1095;3017
1676;1096;696
1677;1097;1945
1678;1098;1086
1679;1099;1451
1681;1101;2924
1682;1102;1323
1684;1103;3099
1685;1104;694
1686;1105;1765
1687;1106;696
1688;1107;698
1689;1108;1450
1690;1109;2362
1691;1100;2922
1693;1067;2922
1694;1067;1085
1695;1110;1083
1696;1110;3021
1697;1111;2359
1698;1111;2354
1699;1112;2537
1700;1112;1087
1701;1113;2365
1702;1113;695
1703;1114;3019
1704;1114;2261
1705;1115;2650
1706;1088;2925
1707;1086;3130
1708;1085;2922
1709;1085;1085
1710;1116;1083
1711;1118;2354
1712;1118;2359
1713;1117;2537
1714;1117;1087
1715;1119;2365
1716;1119;695
1717;1120;3019
1718;1120;2261
1719;1121;2650
1721;1127;2650
1722;1126;3019
1723;1126;2261
1730;1125;1083
1731;1122;2365
1732;1122;695
1733;1123;2537
1734;1123;1087
1735;1124;2354
1736;1124;2359
1737;1100;2925
1738;1128;3017
1739;1128;3308
1740;1129;1945
1741;1130;3099
1742;1131;1086
1743;1132;1450
1745;1134;2924
1746;1135;2362
1747;1136;698
1748;1137;1451
1750;1139;1765
1751;1140;694
1752;1141;696
1753;1141;3130
1754;1137;2925
1757;1133;1085
1758;1138;2922
1759;1138;3310
1760;1142;1083
1761;1143;2354
1762;1143;2359
1763;1144;695
1764;1144;2365
1765;1145;2537
1766;1145;1087
1767;1146;3019
1768;1146;2261
1769;1147;2650
1770;1148;1086
1771;1148;1945
1772;1149;3099
1773;1149;694
1774;1150;3017
1775;1150;3308
1776;1151;698
1777;1152;1450
1778;1153;696
1779;1154;2924
1780;1155;3310
1781;1156;2362
1782;1156;3130
1783;1157;2922
1785;1158;1765
1786;1159;1451
1787;1160;1945
1788;1161;3017
1789;1161;3308
1790;1162;1086
1791;1163;2922
1792;1164;696
1793;1165;3099
1794;1166;3310
1795;1167;2362
1796;1168;1451
1797;1169;698
1798;1170;2924
1799;1171;1450
1800;1172;694
1801;1173;1765
1802;1174;1086
1803;1175;1945
1804;1176;1451
1805;1177;3310
1806;1178;3017
1807;1178;3308
1808;1179;698
1809;1180;2924
1810;1181;1085
1811;1182;3099
1813;1183;695
1814;1184;2922
1815;1185;2362
1817;1186;1765
1818;1187;694
1819;1188;696
1820;1154;2925
1821;1189;1083
1822;1190;2354
1823;1190;2359
1824;1191;2537
1825;1191;1087
1826;1192;2365
1827;1192;695
1828;1193;3019
1829;1193;2261
1830;1194;2650
1832;1196;2537
1833;1169;3130
1834;1170;2925
1835;1199;3019
1836;1199;2261
1837;1200;2650
1838;1195;1083
1839;1201;2354
1840;1201;2359
1841;1202;2537
1842;1202;1087
1843;1203;2365
1844;1203;695
1845;1176;3130
1846;1182;2925
1847;1204;1083
1848;1204;2365
1849;1205;2537
1850;1205;1087
1852;1206;2359
1853;1207;3019
1854;1207;2261
1855;1208;2650
1856;1209;3017
1857;1209;3308
1858;1210;1945
1859;1211;1086
1860;1212;1451
1861;1213;3310
1862;1214;2924
1863;1215;2922
1864;1216;3099
1865;1217;694
1866;1218;1765
1867;1219;3130
1869;1220;698
1870;1221;695
1871;1222;2362
1873;1221;2354
1874;1224;1083
1875;1224;2365
1876;1225;2359
1877;1225;1087
1878;1223;2650
1879;1226;3019
1880;1226;2261
1883;1228;1083
1884;1228;2365
1885;1229;3099
1886;1230;2359
1887;1230;2354
1888;1231;695
1889;1232;1085
1890;1233;2924
1891;1234;2362
1892;1235;698
1893;1236;1451
1895;1237;3310
1896;1238;1765
1897;1239;694
1898;1240;696
1900;1241;1945
1901;1242;1086
1902;1243;3099
1903;1243;1085
1904;1244;694
1905;1245;3017
1906;1245;3308
1907;1246;698
1908;1248;1450
1909;1249;696
1910;1250;2924
1911;1251;3310
1912;1252;2362
1914;1253;2922
1915;1255;1765
1916;1256;1451
1917;1249;3130
1918;1227;2922
1919;1227;3130
1920;1257;1083
1921;1258;2354
1922;1258;2359
1923;1259;2537
1924;1259;1087
1927;1261;3019
1928;1261;2261
1929;1262;2650
1930;1248;695
1931;1257;2365
1932;1263;1945
1933;1264;3017
1934;1264;3308
1935;1265;1086
1936;1266;2922
1937;1267;696
1939;1269;3310
1940;1270;2362
1941;1271;1451
1942;1272;698
1943;1273;2924
1944;1274;1450
1945;1275;694
1946;1276;1765
1947;1277;1086
1948;1278;1945
1949;1279;1451
1950;1280;3310
1951;1281;3017
1952;1281;3308
1953;1282;698
1954;1283;2924
1955;1284;1085
1957;1286;1450
1959;1287;2922
1960;1288;2362
1962;1289;1765
1963;1290;694
1964;1291;696
1967;1294;3017
1968;1294;3308
1969;1295;1945
1970;1296;1086
1971;1297;1451
1972;1298;3310
1973;1299;2924
1974;1300;2922
1976;1302;694
1977;1303;1765
1978;1304;696
1979;1305;698
1981;1306;1450
1983;1307;2362
1984;1268;3130
1985;1308;2650
1986;1309;3019
1987;1309;2261
1988;1310;1083
1989;1310;2365
1990;1311;2354
1991;1311;2359
1992;1312;2537
1993;1312;1087
1994;1285;3130
1996;1284;695
1997;1290;3604
1998;1314;3019
1999;1314;2261
2000;1315;2650
2001;1316;1083
2002;1316;2365
2003;1317;2354
2004;1317;2359
2005;1318;2537
2006;1318;1087
2007;1296;1083
2008;1302;695
2010;1301;3130
2014;1321;3019
2015;1321;2261
2016;1322;2650
2017;1323;2354
2018;1323;2359
2019;1324;2537
2020;1324;1087
2021;1296;2365
2024;1327;3017
2025;1327;3308
2026;1327;1945
2027;1328;3130
2028;1329;1086
2029;1330;1450
2030;1331;2922
2031;1332;1085
2032;1332;695
2033;1333;2924
2034;1334;2362
2035;1335;698
2036;1336;1451
2037;1337;3310
2038;1338;1765
2039;1339;694
2040;1339;3604
2041;1340;696
2042;1341;1945
2043;1341;3017
2044;1341;3308
2045;1342;1086
2046;1343;3130
2047;1343;1085
2048;1344;694
2049;1344;3604
2050;1345;698
2051;1347;1450
2052;1348;696
2053;1349;2924
2054;1350;3310
2055;1351;2362
2058;1355;1765
2059;1356;2922
2061;1358;1451
2062;1360;1083
2065;1361;2359
2066;1362;2537
2067;1362;1087
2068;1363;3019
2069;1363;2261
2070;1364;2650
2071;1361;2365
2072;1365;1083
2073;1365;2365
2074;1366;2359
2075;1367;2537
2076;1367;1087
2077;1368;695
2078;1369;2650
2079;1370;3019
2080;1370;2261
2081;1371;1945
2082;1371;3017
2083;1371;3308
2084;1372;1086
2085;1373;2922
2086;1374;696
2087;1375;3130
2088;1376;3310
2089;1377;2362
2090;1378;1451
2091;1379;698
2092;1380;2924
2093;1381;1450
2094;1382;694
2095;1382;3604
2096;1383;1085
2097;1384;1765
2098;1385;1086
2099;1386;1945
2100;1386;3017
2101;1386;3308
2102;1387;1451
2103;1388;3310
2104;1389;698
2105;1390;2924
2106;1391;1085
2107;1392;3130
2108;1393;1450
2109;1393;2922
2110;1394;2362
2111;1395;1765
2112;1396;694
2113;1396;3604
2114;1397;696
2115;1398;1945
2116;1398;3308
2117;1398;3017
