id;route_id;user_id
2118;1399;1086
2119;1400;1451
2120;1401;3310
2121;1402;2924
2122;1403;2922
2123;1404;3130
2124;1405;694
2125;1405;3604
2126;1406;1765
2127;1407;696
2128;1408;698
2129;1409;2362
2130;1410;1085
2131;1411;1450
2132;1413;1083
2133;1414;2365
2134;1414;2359
2135;1415;2537
2136;1415;1087
2137;1416;695
2138;1417;3019
2139;1417;2261
2140;1418;2650
2141;1421;1083
2142;1421;2365
2143;1422;2537
2144;1422;1087
2145;1423;2359
2146;1424;695
2147;1425;3019
2148;1425;2261
2149;1426;2650
2150;1428;2537
2151;1428;1087
2152;1429;695
2153;1430;2359
2154;1431;1083
2155;1431;2365
2156;1432;3019
2157;1432;2261
2158;1433;2650
2159;1434;3017
2160;1434;3308
2161;1435;3841
2162;1436;1086
2163;1437;1450
2164;1438;3722
2165;1439;2924
2166;1440;2362
2167;1441;698
2168;1442;1451
2169;1443;3310
2170;1444;1765
2171;1444;2922
2172;1445;694
2173;1445;3604
2174;1446;3130
2175;1447;3017
2176;1447;3308
2177;1448;1086
2178;1449;3841
2179;1450;694
2180;1450;3604
2181;1451;698
2182;1453;1450
2183;1454;3130
2184;1455;2924
2185;1456;3310
2186;1457;2362
2187;1458;2922
2188;1459;1765
2189;1460;1451
2190;1461;3722
2191;1462;3017
2192;1462;3308
2193;1463;1086
2194;1464;2922
2195;1465;3130
2196;1466;3841
2197;1467;3310
2200;1470;698
2201;1471;2924
2202;1472;1450
2204;1474;1086
2205;1475;3017
2206;1475;3308
2207;1476;3722
2208;1477;1451
2209;1478;3310
2210;1473;3604
2211;1473;694
2212;1479;1765
2213;1480;698
2214;1481;2924
2215;1482;695
2216;1483;3841
2217;1484;1450
2218;1485;2922
2219;1486;2362
2220;1487;1765
2221;1488;694
2222;1488;3604
2223;1489;3130
2224;1490;3308
2225;1490;3017
2226;1491;1086
2227;1492;1451
2228;1493;3310
2229;1494;2922
2230;1495;2924
2231;1496;3722
2232;1497;3841
2233;1498;694
2234;1498;3604
2235;1499;1765
2236;1500;3130
2237;1501;698
2238;1502;2362
2239;1503;1450
2240;1504;1083
2241;1504;2365
2242;1505;2537
2243;1505;2359
2244;1506;3019
2245;1506;2261
2246;1507;2650
2247;1508;2537
2248;1509;2537
2249;1511;1083
2250;1512;2365
2251;1512;2359
2252;1513;3019
2253;1513;2261
2254;1514;2650
2255;1460;3722
2256;1460;3724
2257;1515;2537
2258;1516;2537
2259;1468;2362
2260;1469;2359
2261;1469;1451
2262;1517;1083
2263;1517;2365
2264;1518;3019
2265;1518;2261
2266;1519;2650
2270;1522;3019
2271;1522;2261
2272;1477;2359
2273;1523;3019
2274;1523;2261
2275;1524;1083
2276;1524;2365
2277;1525;2650
2278;1492;2359
2279;1528;1083
2280;1528;2365
2281;1529;2650
2282;1530;3017
2283;1530;3308
2284;1531;3841
2285;1532;1086
2286;1533;1450
2287;1534;3722
2288;1535;2924
2289;1536;2362
2290;1537;698
2291;1538;1451
2292;1539;3310
2293;1540;1765
2294;1541;3604
2295;1542;3130
2296;1542;2922
2297;1543;3017
2298;1543;3308
2299;1544;1086
2301;1546;3841
2302;1547;3604
2303;1548;698
2304;1549;1450
2305;1550;3130
2306;1551;2924
2307;1552;3310
2308;1553;2362
2309;1554;2922
2310;1555;1765
2311;1556;1451
2312;1557;3722
2313;1558;3017
2314;1558;3308
2315;1559;1086
2316;1560;2922
2317;1561;3130
2318;1562;3841
2319;1563;3310
2320;1564;2362
2321;1565;1451
2322;1566;698
2323;1567;2924
2324;1568;1450
2325;1569;3604
2326;1570;1765
2327;1571;1086
2328;1572;3017
2329;1572;3308
2330;1573;3722
2331;1574;1451
2332;1575;3310
2333;1576;698
2334;1577;2924
2335;1578;1085
2336;1579;3841
2337;1580;1450
2338;1581;2922
2339;1582;2362
2340;1583;1765
2341;1584;3604
2342;1585;3130
2343;1587;3308
2344;1587;3017
2345;1588;1086
2346;1589;1451
2347;1590;3310
2348;1591;2922
2349;1592;2924
2350;1593;3722
2351;1594;3841
2352;1595;3604
2353;1596;1765
2354;1597;3130
2355;1598;698
2356;1599;2362
2357;1600;1450
2358;1545;3722
2359;1601;1083
2360;1601;2365
2361;1602;2359
2362;1603;3019
2363;1603;2261
2364;1604;2650
2365;1605;2537
2366;1545;3724
2367;1606;1083
2368;1607;2359
2369;1608;3019
2370;1608;2261
2371;1609;2650
2372;1610;2537
2373;1567;3724
2374;1611;2359
2375;1612;1083
2376;1613;3019
2377;1613;2261
2378;1614;2537
2380;1615;2537
2381;1616;1083
2382;1617;2359
2383;1618;2261
2384;1619;2650
2385;1618;3019
2386;1572;3724
2387;1620;3017
2388;1620;3308
2389;1621;3841
2390;1622;1086
2391;1623;1450
2392;1623;2922
2393;1624;3722
2394;1625;2924
2395;1626;2362
2396;1627;698
2397;1628;1451
2398;1629;3310
2399;1630;1765
2400;1631;3604
2401;1632;3130
2402;1633;3017
2403;1633;3308
2404;1634;1086
2405;1635;3722
2406;1636;3841
2407;1637;3604
2408;1638;698
2409;1639;1450
2410;1640;3130
2411;1641;2924
2412;1642;3310
2413;1643;2362
2414;1644;2922
2416;1648;1451
2417;1649;3722
2418;1650;3017
2419;1650;3308
2420;1651;1086
2421;1652;2922
2422;1653;3130
2423;1654;3841
2424;1655;3310
2425;1656;2362
2426;1657;698
2427;1658;1451
2428;1659;2924
2429;1660;1450
2430;1661;3604
2431;1662;1765
2432;1663;1086
2433;1664;3017
2434;1664;3308
2435;1665;3722
2436;1666;1451
2437;1667;3310
2438;1668;698
2439;1669;2924
2440;1670;1085
2441;1671;3841
2442;1672;1450
2443;1673;2922
2444;1674;2362
2445;1675;1765
2446;1676;3604
2447;1677;3130
2448;1678;3308
2449;1678;3017
2450;1679;1086
2451;1680;1451
2452;1681;3310
2453;1682;2922
2454;1683;2924
2455;1684;3722
2456;1685;3841
2457;1686;3604
2458;1687;1765
2459;1688;3130
2460;1689;698
2461;1690;2362
2462;1691;1450
2463;1692;1765
2464;1693;1083
2465;1694;2359
2466;1695;2650
2467;1695;2261
2468;1696;2537
2470;1698;1083
2471;1699;2537
2472;1699;2359
2473;1700;3019
2474;1700;2261
2475;1701;2650
2476;1702;1083
2477;1703;2359
2478;1704;2650
2479;1705;3019
2480;1705;2261
2481;1703;2537
